CUSTOMERKEY,GENDER,NAME,CITY,STATE_CODE,STATE,COUNTRY,CONTINENT,BIRTHDAY
368405,MALE,JACK HILBURN,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1986-04-25
368445,FEMALE,AIDA MARTIN,DRUMMONDVILLE,QC,QUEBEC,CANADA,NORTH AMERICA,1950-07-15
368584,FEMALE,GRACE DODDS,RIMOUSKI,QC,QUEBEC,CANADA,NORTH AMERICA,1978-02-20
368610,FEMALE,MONICA FISH,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1999-06-17
368827,FEMALE,CATHERINE PIPKIN,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1982-05-22
368957,MALE,TIMOTHY DICKENS,GIBSONS,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1976-04-05
369446,FEMALE,BARBARA DENNISTON,CALGARY,AB,ALBERTA,CANADA,NORTH AMERICA,1995-05-31
369604,MALE,CLAUDE BROWN,MALARTIC,QC,QUEBEC,CANADA,NORTH AMERICA,1949-06-10
369814,FEMALE,LINDA JONES,LONGUEUIL,QC,QUEBEC,CANADA,NORTH AMERICA,1970-10-19
369858,MALE,WILLIE JACKSON,INUVIK,NT,NORTHWEST TERRITORIES,CANADA,NORTH AMERICA,1994-04-10
370019,MALE,JAMES BAILEY,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1992-04-07
370077,FEMALE,CARLOTA ETZEL,SAINTE-GERTRUDE,QC,QUEBEC,CANADA,NORTH AMERICA,1971-02-02
370149,FEMALE,HAZEL HOBART,NEW WESTMINSTER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1935-02-13
370810,FEMALE,RUBY TURNER,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1953-02-08
370811,MALE,RICHARD MAZZARELLA,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1993-05-28
370829,MALE,ROY HORNE,DIDSBURY,AB,ALBERTA,CANADA,NORTH AMERICA,1975-09-06
370964,MALE,FREEMAN GAITHER,LAVALTRIE,QC,QUEBEC,CANADA,NORTH AMERICA,1955-02-02
371426,MALE,SAMUEL BERRY,CALEDON EAST,ON,ONTARIO,CANADA,NORTH AMERICA,1940-11-28
371459,FEMALE,ELEANOR HARTLEY,MALTON,ON,ONTARIO,CANADA,NORTH AMERICA,1977-11-16
371706,MALE,PETER SCHAPER,EDMONTON,AB,ALBERTA,CANADA,NORTH AMERICA,1949-09-30
372075,MALE,ROBERT GULLEY,UNIONVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1954-11-15
372299,FEMALE,KATHRYN WATKINS,PRESTON,ON,ONTARIO,CANADA,NORTH AMERICA,1992-08-20
372304,MALE,WILLIAM TAYLOR,TRAIL,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1977-04-03
372379,MALE,EDWARD MURRAY,PARIS,ON,ONTARIO,CANADA,NORTH AMERICA,1958-05-23
372476,MALE,JOSE TARANTO,MAYNE ISLAND,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1968-06-07
372516,MALE,JAMES BILLINGS,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1945-02-12
372525,MALE,HOWARD SHEPHERD,STRONGFIELD,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1952-06-09
372672,MALE,LEO GOYETTE,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1958-10-22
372694,MALE,DOUGLAS STOCKARD,STAVELY,AB,ALBERTA,CANADA,NORTH AMERICA,1997-08-04
373120,MALE,RICHARD WILSON,KINGSTON,ON,ONTARIO,CANADA,NORTH AMERICA,1954-03-11
373334,MALE,ALEXANDER JENNINGS,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1947-08-11
373683,MALE,STEVEN ROBERSON,CAMPBELL RIVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1994-01-17
373738,MALE,JOSEPH DAVIS,SUDBURY,ON,ONTARIO,CANADA,NORTH AMERICA,1948-04-10
373746,FEMALE,MEGAN ROUNDY,CHICOUTIMI,QC,QUEBEC,CANADA,NORTH AMERICA,1991-06-22
373815,MALE,MICHAEL HALL,BEAVER CREEK,YT,YUKON,CANADA,NORTH AMERICA,1994-11-11
373822,FEMALE,KIM BRAUN,ST LAURENT,QC,QUEBEC,CANADA,NORTH AMERICA,1956-05-16
373938,MALE,STEPHEN STERLING,TEMAGAMI,ON,ONTARIO,CANADA,NORTH AMERICA,1951-11-07
374045,FEMALE,DIANE GILMORE,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1939-12-14
374192,FEMALE,SHERYL RICKARD,HUGHENDEN,AB,ALBERTA,CANADA,NORTH AMERICA,1945-08-24
374235,FEMALE,ELIA GARCIA,PEACE RIVER,AB,ALBERTA,CANADA,NORTH AMERICA,1993-05-08
374242,FEMALE,CAROL ABRAHAM,HULL,QC,QUEBEC,CANADA,NORTH AMERICA,1951-02-18
374334,MALE,JOHN BAKER,INNISFREE,AB,ALBERTA,CANADA,NORTH AMERICA,1986-09-05
374580,FEMALE,LUCILA HESSION,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1990-09-09
374720,FEMALE,DAWN NINO,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1935-08-07
374823,MALE,ROBERT LINEBERGER,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,2001-08-28
375225,MALE,JOSEPH MORALES,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1945-11-15
375359,MALE,MARK COX,PORT COLBORNE,ON,ONTARIO,CANADA,NORTH AMERICA,1952-06-05
375376,MALE,MAYNARD HAZELWOOD,HAMILTON,ON,ONTARIO,CANADA,NORTH AMERICA,1950-07-08
375384,FEMALE,NINA MACHADO,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1987-10-18
375538,MALE,EDGAR WILLIAMS,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1951-09-07
375770,MALE,JOHN ELSWICK,WINDSOR,ON,ONTARIO,CANADA,NORTH AMERICA,1988-10-29
376019,FEMALE,LISA PARKES,WINDSOR,ON,ONTARIO,CANADA,NORTH AMERICA,1964-01-21
376037,FEMALE,DONNA HOLBROOK,LAMBETH,ON,ONTARIO,CANADA,NORTH AMERICA,1969-11-04
376053,FEMALE,HELEN DOBOS,WINNIPEG,MB,MANITOBA,CANADA,NORTH AMERICA,1984-01-15
376607,FEMALE,MONNIE TERRY,GRANDE PRAIRIE,AB,ALBERTA,CANADA,NORTH AMERICA,1955-08-07
376862,FEMALE,CHRISTINA CONGER,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1959-12-03
376933,FEMALE,STEPHANIE NOLAN,GRANDE CACHE,AB,ALBERTA,CANADA,NORTH AMERICA,1951-09-21
376965,MALE,THOMAS SUMMERS,VICTORIA,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1972-05-25
376977,MALE,WILLIAM SCHMIDT,SHERBROOKE,QC,QUEBEC,CANADA,NORTH AMERICA,1971-09-08
377340,MALE,DONALD WILLIAMS,ESTEVAN,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1974-08-29
377487,MALE,FRANCISCO ALEXANDER,CORNWALL,ON,ONTARIO,CANADA,NORTH AMERICA,1960-02-01
377521,MALE,STEVE LOWE,JASPER,AB,ALBERTA,CANADA,NORTH AMERICA,1987-04-01
377690,MALE,JOHN RODRIGUEZ,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1936-05-06
377745,MALE,NICHOLAS NALL,ST GEDEON DE BEAUCE,QC,QUEBEC,CANADA,NORTH AMERICA,1969-03-26
377854,MALE,CLARENCE BELL,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1969-10-04
378008,MALE,NOEL NANNEY,BRAMPTON,ON,ONTARIO,CANADA,NORTH AMERICA,1952-01-23
378023,FEMALE,HOLLY TAIT,SASKATOON,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1935-03-05
378059,MALE,ROBERT LEWIS,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1977-09-03
378064,FEMALE,SANDRA BRITTON,EDMONTON,AB,ALBERTA,CANADA,NORTH AMERICA,1940-03-08
378117,FEMALE,RITA BUTLER,CHICOUTIMI,QC,QUEBEC,CANADA,NORTH AMERICA,1974-03-17
378411,MALE,DERRICK DAVENPORT,SHAWINIGAN,QC,QUEBEC,CANADA,NORTH AMERICA,1967-03-08
378574,FEMALE,SOL BARRON,GISCOME,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1981-02-03
378610,MALE,DOUGLAS DAVIS,WINNIPEG,MB,MANITOBA,CANADA,NORTH AMERICA,1953-12-04
378751,FEMALE,STEPHANIE MILLS,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1976-03-10
378833,FEMALE,APRIL SATO,OAKVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1941-05-29
379002,MALE,JOSHUA GEORGE,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1959-05-27
379021,MALE,NICHOLAS MCCRAE,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1941-12-11
379142,MALE,CHARLES MORRISSEY,HALIFAX,NS,NOVA SCOTIA,CANADA,NORTH AMERICA,1993-09-24
379536,MALE,COLEMAN SMITH,THORHILD,AB,ALBERTA,CANADA,NORTH AMERICA,1978-04-01
379770,MALE,LOUIS STRINGFELLOW,CALGARY,AB,ALBERTA,CANADA,NORTH AMERICA,1969-08-04
379953,MALE,SHAUN TILLMAN,GRANDE PRAIRIE,AB,ALBERTA,CANADA,NORTH AMERICA,1999-07-01
380032,FEMALE,CHRISTINA FREEMAN,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1967-07-15
380256,MALE,RODNEY PRINCE,ROSETOWN,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1981-12-05
380313,MALE,KEVIN PETER,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1972-03-26
380462,FEMALE,DORIS ORR,COE HILL,ON,ONTARIO,CANADA,NORTH AMERICA,1974-05-06
380675,FEMALE,LEE NEELEY,FOAM LAKE,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1967-08-22
380891,MALE,DAVID BURGESS,ROCK CREEK,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1976-09-11
380931,MALE,WILLIAM POST,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1956-01-30
381061,MALE,AMOS DILL,SASKATOON,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1971-01-10
381140,FEMALE,MERLE SUTTON,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1962-02-08
381188,MALE,ALBERT HOOD,MAYO,YT,YUKON,CANADA,NORTH AMERICA,1963-10-24
381223,FEMALE,AMY CRIBBS,SLAVE LAKE,AB,ALBERTA,CANADA,NORTH AMERICA,1936-07-26
381230,MALE,WILLIAM BROWN,PRINCE ALBERT,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1939-10-24
381255,FEMALE,VIKKI HESKETT,SAULT STE MARIE,ON,ONTARIO,CANADA,NORTH AMERICA,2000-02-10
381459,MALE,PATRICK FOLEY,RICHMOND HILL,ON,ONTARIO,CANADA,NORTH AMERICA,1973-02-18
381656,FEMALE,MARIE LEWIS,FORT SASKATCHEWAN,AB,ALBERTA,CANADA,NORTH AMERICA,1935-03-09
381830,MALE,DAVID FRANKLIN,EDMONTON,AB,ALBERTA,CANADA,NORTH AMERICA,1959-06-04
381991,FEMALE,HELEN SONNIER,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1999-10-03
382089,FEMALE,ADELE BEATTY,ST SEBASTIEN DE FRONTENAC,QC,QUEBEC,CANADA,NORTH AMERICA,1963-01-02
382095,FEMALE,SARAH RISER,SIDNEY,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1948-07-26
382178,MALE,TROY RUCH,HALIFAX,NS,NOVA SCOTIA,CANADA,NORTH AMERICA,1935-08-17
382291,FEMALE,HEIDI EXUM,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1960-09-22
382347,FEMALE,MARY MONROE,WOODBRIDGE,ON,ONTARIO,CANADA,NORTH AMERICA,1964-04-10
382379,MALE,MICHAEL MILLER,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,2000-09-29
382489,FEMALE,BARBARA BAKER,VIDIR,MB,MANITOBA,CANADA,NORTH AMERICA,1953-09-26
382538,FEMALE,MICHELE ORTEGA,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1935-11-25
382539,FEMALE,MAYRA BRAMBLE,BRAMPTON,ON,ONTARIO,CANADA,NORTH AMERICA,1992-01-20
382565,MALE,STEPHEN MATTHEWS,DILLON,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1963-05-01
382843,MALE,HAROLD CHANG,MALTON,ON,ONTARIO,CANADA,NORTH AMERICA,1964-02-12
382932,MALE,MICHAEL FRENCH,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1950-12-27
382960,FEMALE,VELIA PHILLIPS,WINNIPEG,MB,MANITOBA,CANADA,NORTH AMERICA,2000-12-10
383007,FEMALE,MICHELLE LAFOUNTAIN,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1982-12-16
383111,MALE,ROSS STEADHAM,ELLERSLIE,PE,PRINCE EDWARD ISLAND,CANADA,NORTH AMERICA,1991-05-04
383155,MALE,CHRIS HAWKINS,BLACKSTOCK,ON,ONTARIO,CANADA,NORTH AMERICA,1956-04-26
383207,MALE,ROBERT BROWN,QUEBEC,QC,QUEBEC,CANADA,NORTH AMERICA,1974-06-18
383209,FEMALE,NINA LEVINE,HARROW,ON,ONTARIO,CANADA,NORTH AMERICA,2000-02-24
383279,MALE,NEAL HIRSCH,RICHMOND HILL,ON,ONTARIO,CANADA,NORTH AMERICA,1994-05-31
383459,MALE,CLARENCE COLLINS,OAKVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1984-10-09
383528,FEMALE,SUSAN SCUDDER,WARREN,ON,ONTARIO,CANADA,NORTH AMERICA,1999-12-09
383902,FEMALE,THERESA MCCORMICK,MEDICINE HAT,AB,ALBERTA,CANADA,NORTH AMERICA,1997-07-26
384493,MALE,JAMES VALENTIN,STIRLING,AB,ALBERTA,CANADA,NORTH AMERICA,1983-06-14
384783,MALE,STEVEN MASON,BURLINGTON,ON,ONTARIO,CANADA,NORTH AMERICA,2002-01-12
384911,FEMALE,LIZZIE BIVONA,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1967-12-07
385255,FEMALE,JOSEPHINE CALLAHAN,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1957-11-10
385309,MALE,MICHAEL GARCIA,CORNWALL,ON,ONTARIO,CANADA,NORTH AMERICA,1945-11-04
385392,FEMALE,MAURINE WOLFE,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1979-01-11
385527,MALE,RAYMOND TAYLOR,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1943-12-15
385590,MALE,MARCUS JACKSON,THAMESVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1937-08-31
385627,MALE,JOHN PRINCE,CLARESHOLM,AB,ALBERTA,CANADA,NORTH AMERICA,1997-11-15
385643,MALE,MICHAEL PULIDO,NANAIMO,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1940-03-12
385734,MALE,DAVID CULBERTSON,SIDNEY,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1994-08-28
385794,FEMALE,JOHN HESS,RED LAKE,ON,ONTARIO,CANADA,NORTH AMERICA,1959-04-25
385817,MALE,DENNIS MOODY,TIMMINS,ON,ONTARIO,CANADA,NORTH AMERICA,1945-05-01
385854,FEMALE,RUTH ERDMANN,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1987-09-25
385893,MALE,WILLIE LAUER,OIL SPRINGS,ON,ONTARIO,CANADA,NORTH AMERICA,1952-04-04
385971,FEMALE,STACI HARRIS,OSHAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1970-07-08
386552,FEMALE,MARY HAMMOCK,MALARTIC,QC,QUEBEC,CANADA,NORTH AMERICA,1938-10-06
386574,MALE,RICHARD KEITH,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1987-12-07
386609,FEMALE,CATHERINE MCREE,LONDON,ON,ONTARIO,CANADA,NORTH AMERICA,1984-11-04
386720,FEMALE,MEGHAN BRICKEY,SURREY,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1978-07-11
387016,FEMALE,JOYCE SCHNEIDER,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1982-07-27
387136,MALE,PETER DUNBAR,PARKSVILLE,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1999-02-02
387148,FEMALE,MARIANNA CARROLL,CASTOR,AB,ALBERTA,CANADA,NORTH AMERICA,1957-12-21
387369,FEMALE,EVELYN GUTIERREZ,GLENFINNAN,PE,PRINCE EDWARD ISLAND,CANADA,NORTH AMERICA,1984-09-12
387372,FEMALE,STEPANIE SOARES,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1938-01-23
387530,MALE,KEVIN HOUSER,ORILLIA,ON,ONTARIO,CANADA,NORTH AMERICA,1977-09-02
387658,MALE,WILLIAM CONN,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1957-10-01
387704,FEMALE,MICHELLE SCOGGINS,LETHBRIDGE,AB,ALBERTA,CANADA,NORTH AMERICA,1965-01-13
387809,FEMALE,LINDA ANDERSON,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1935-11-16
388230,FEMALE,JULIA HOBBS,RED DEER,AB,ALBERTA,CANADA,NORTH AMERICA,1949-01-30
388276,MALE,OLIVER FRALEY,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1961-12-07
388302,FEMALE,KATHRYN RUSH,QUESNEL,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1939-12-15
388416,FEMALE,JANICE MOORE,WEST VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1997-05-10
388422,MALE,JOHN HAWTHORNE,BIRCH HILLS,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1974-07-28
388648,FEMALE,KIM BABCOCK,CLYDE RIVER,NU,NUNAVUT,CANADA,NORTH AMERICA,1949-07-03
388855,FEMALE,NATASHA STACEY,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1967-03-27
388968,FEMALE,BERNICE REED,GRISE FIORD,NU,NUNAVUT,CANADA,NORTH AMERICA,1944-11-21
388990,MALE,ROBERT MAGERS,CALGARY,AB,ALBERTA,CANADA,NORTH AMERICA,1960-07-02
389013,FEMALE,CAROLYN BENN,CAMPBELLFORD,ON,ONTARIO,CANADA,NORTH AMERICA,1976-05-10
389130,MALE,KEITH MONTGOMERY,MOUNT HERBERT,PE,PRINCE EDWARD ISLAND,CANADA,NORTH AMERICA,1997-07-18
389303,MALE,MARK WHITT,FORT ST JOHN,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1985-03-12
389346,FEMALE,SANDRA COX,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1988-12-01
389421,FEMALE,JENNIFER JOHNSON,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1995-10-04
389462,FEMALE,MARY KORMAN,TROIS RIVIERES,QC,QUEBEC,CANADA,NORTH AMERICA,1993-07-01
389486,MALE,WILLIAM WEATHERFORD,STAYNER,ON,ONTARIO,CANADA,NORTH AMERICA,1972-04-13
389532,MALE,WILLIAM GARCIA,LEAMINGTON,ON,ONTARIO,CANADA,NORTH AMERICA,1992-05-03
389592,MALE,DAVID LANZA,FORT ST JOHN,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1973-11-27
389928,MALE,FELIX THOMPSON,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1996-06-22
390031,FEMALE,TONI LADOUCEUR,CHATHAM,ON,ONTARIO,CANADA,NORTH AMERICA,1946-05-22
390201,MALE,JOSHUA DAILY,GUELPH,ON,ONTARIO,CANADA,NORTH AMERICA,1979-09-04
390781,MALE,STEVE DWYER,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1956-10-27
390804,MALE,ALPHONSO SIMON,L'ETAPE,QC,QUEBEC,CANADA,NORTH AMERICA,1947-05-13
390807,MALE,DANIEL TAYLOR,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1973-02-15
390926,FEMALE,GRACE SCHWEITZER,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1996-10-02
391003,FEMALE,ASHLEY JACKSON,UNIONVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1942-03-30
391082,FEMALE,JENA BRYANT,QUALICUM BEACH,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1954-02-15
391353,MALE,CALEB LOMAS,TRAIL,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1983-01-12
391380,FEMALE,BERNICE SANCHEZ,QUEBEC,QC,QUEBEC,CANADA,NORTH AMERICA,1941-12-21
391464,FEMALE,PHYLLIS TAYLOR,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1987-04-22
391619,MALE,JAMES HICKS,SHERBROOKE,QC,QUEBEC,CANADA,NORTH AMERICA,1945-09-07
391687,MALE,ROBERT YEOMANS,WHISTLER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1938-03-24
391733,MALE,DAVID JOHNSON,GRANDE PRAIRIE,AB,ALBERTA,CANADA,NORTH AMERICA,2000-04-12
391761,FEMALE,REGINA MEYER,SUDBURY,ON,ONTARIO,CANADA,NORTH AMERICA,1950-11-09
391900,MALE,ROBERT COVER,SOUTH PICKERING,ON,ONTARIO,CANADA,NORTH AMERICA,1994-01-27
392041,MALE,CHARLES VASQUEZ,CALGARY,AB,ALBERTA,CANADA,NORTH AMERICA,1957-08-02
392118,MALE,JAMES BELL,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1950-03-03
392187,MALE,MARTIN GRAY,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1986-03-08
392359,FEMALE,SUSAN SEAMAN,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1986-04-06
392372,FEMALE,ELLEN BENTLEY,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1967-03-15
392374,MALE,RICHARD HUNGATE,ROLPHTON,ON,ONTARIO,CANADA,NORTH AMERICA,1943-07-27
392376,MALE,SAMUEL CLOSE,KEMPTVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1942-06-21
392676,FEMALE,BLANCHE LIMA,PRINCE GEORGE,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1971-12-27
392703,MALE,WILLIAM WOODHOUSE,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1940-07-13
393097,FEMALE,CAROL LARSON,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1996-05-01
393616,MALE,DONALD MCDONALD,COOKSVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1950-06-13
393641,MALE,MICHAEL LESSARD,HAMILTON,ON,ONTARIO,CANADA,NORTH AMERICA,1967-06-12
393739,MALE,WILLARD REMINGTON,WESTMEATH,ON,ONTARIO,CANADA,NORTH AMERICA,1980-06-05
394173,MALE,JAY JONES,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1959-05-22
394181,FEMALE,DEBBIE WATKINS,DAUPHIN,MB,MANITOBA,CANADA,NORTH AMERICA,1961-08-05
394231,MALE,RUBEN WEBB,BOWDEN,AB,ALBERTA,CANADA,NORTH AMERICA,1937-02-04
394434,FEMALE,MELISSA ANTHONY,CLYDE,AB,ALBERTA,CANADA,NORTH AMERICA,1958-03-21
394530,FEMALE,MARY DAVIS,CORNWALL,ON,ONTARIO,CANADA,NORTH AMERICA,1966-03-04
394778,FEMALE,MELINDA SANTOS,BROCKVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1961-10-07
394802,MALE,ROBERT GLENN,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1956-03-07
394929,MALE,LEON STOUT,DRUMMONDVILLE,QC,QUEBEC,CANADA,NORTH AMERICA,1974-12-23
395073,MALE,MICHAEL VANDERMARK,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1983-01-03
395197,MALE,SEAN WADDELL,VANCOUVER,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1958-09-27
395280,FEMALE,CHRIS DULEY,HESPELER,ON,ONTARIO,CANADA,NORTH AMERICA,1960-04-24
395474,MALE,THOMAS CAMPOS,CHESTERVILLE,ON,ONTARIO,CANADA,NORTH AMERICA,1948-07-05
395664,FEMALE,JANICE HORNER,WINNIPEG,MB,MANITOBA,CANADA,NORTH AMERICA,1983-06-30
395914,FEMALE,NANCY ESTRADA,GORRIE,ON,ONTARIO,CANADA,NORTH AMERICA,1954-01-17
395963,FEMALE,KISHA BLOCH,GRAYSON,SK,SASKATCHEWAN,CANADA,NORTH AMERICA,1940-03-23
396388,FEMALE,ANNIE WRIGHT,CALGARY,AB,ALBERTA,CANADA,NORTH AMERICA,1985-10-29
396567,FEMALE,SHAWANDA ABREU,BURNABY,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1959-08-23
396631,MALE,WILLIAM MILLER,CASSELMAN,ON,ONTARIO,CANADA,NORTH AMERICA,1967-04-27
396894,FEMALE,SASHA COOPER,EDMONTON,AB,ALBERTA,CANADA,NORTH AMERICA,1941-03-21
396944,MALE,ZANE BELGRAVE,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1975-09-21
396969,FEMALE,ETHEL DONOVAN,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1982-07-26
397223,MALE,CLIFFORD GLOVER,WOSS,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1943-11-11
397267,FEMALE,KAREN BARRETT,KINTORE,ON,ONTARIO,CANADA,NORTH AMERICA,1945-11-12
397285,FEMALE,STEFANI ATENCIO,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1949-06-19
397698,MALE,KENNETH SIMPSON,HOPE,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,2000-05-09
397885,FEMALE,OLGA NESTOR,GUELPH,ON,ONTARIO,CANADA,NORTH AMERICA,1955-08-20
397988,MALE,RYAN ARNOLD,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1998-05-21
398049,MALE,RICHARD CHARLEY,CHILLIWACK,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1962-04-30
398056,MALE,DANIEL RUNYON,OTTAWA,ON,ONTARIO,CANADA,NORTH AMERICA,1958-04-30
398085,MALE,JACOB MOSLEY,TORONTO,ON,ONTARIO,CANADA,NORTH AMERICA,1990-04-22
398100,MALE,DANIEL BRAY,MONTREAL,QC,QUEBEC,CANADA,NORTH AMERICA,1944-02-24
398156,MALE,ANDREW LOTT,BURLINGTON,ON,ONTARIO,CANADA,NORTH AMERICA,1963-01-10
398196,FEMALE,BARBARA LIST,GIBBONS,AB,ALBERTA,CANADA,NORTH AMERICA,1974-10-13
398311,FEMALE,SHIRLEY MOORE,CHILLIWACK,BC,BRITISH COLUMBIA,CANADA,NORTH AMERICA,1941-04-12
398523,MALE,RAYMOND MILLER,ST CLEMENTS,ON,ONTARIO,CANADA,NORTH AMERICA,1969-07-09
